shoe_name,release_date,size,avg_price_tw_b,total_volume_tw_b,avg_price_ow_b,total_volume_ow_b,avg_price_rs,total_volume_rs,avg_price_ow_a,total_volume_ow_a,avg_price_tw_a,total_volume_tw_a,avg_price_om_a,total_volume_om_a,avg_price_tm_a,total_volume_tm_a,avg_price_sm_a,total_volume_sm_a
Nike Dunk High SP Pure Platinum,2020-11-13,8,0.0,1,0.0,1,167.0,2,156.73333333333332,15,136.5625,16,147.67567567567568,37,152.23529411764707,68,166.10545454545453,275
Nike Dunk High SP Pure Platinum,2020-11-13,8.5,0.0,1,0.0,1,169.0,2,164.4375,16,150.3125,16,147.80555555555554,36,152.79710144927537,69,165.82481751824818,274
Nike Dunk High SP Pure Platinum,2020-11-13,9,0.0,1,0.0,1,177.33333333333334,3,163.94117647058823,17,145.375,16,149.47222222222223,36,153.6231884057971,69,161.50367647058823,272
Nike Dunk High SP Pure Platinum,2020-11-13,9.5,0.0,1,0.0,1,172.66666666666666,3,166.58823529411765,17,150.875,16,147.11111111111111,36,157.2608695652174,69,168.07720588235293,272
Nike Dunk High SP Pure Platinum,2020-11-13,10,0.0,1,0.0,1,172.5,2,167.21052631578948,19,145.375,16,150.55555555555554,36,164.30882352941177,68,166.38095238095238,273
Nike Dunk High SP Pure Platinum,2020-11-13,10.5,0.0,1,0.0,1,173.5,2,177.8,20,146.5,16,151.52777777777777,36,156.35294117647058,68,161.7941176470588,272
Nike Dunk High SP Pure Platinum,2020-11-13,11,0.0,1,0.0,1,173.33333333333334,3,158.66666666666666,15,143.25,16,150.78378378378378,37,162.94117647058823,68,159.84671532846716,274
Nike Dunk High SP Pure Platinum,2020-11-13,11.5,0.0,1,0.0,1,181.33333333333334,3,183.2,20,137.9375,16,149.08333333333334,36,157.22058823529412,68,170.70110701107012,271
Nike Dunk High SP Pure Platinum,2020-11-13,12,0.0,1,0.0,1,176.66666666666666,3,170.23529411764707,17,147.3125,16,153.51351351351352,37,170.05882352941177,68,175.24175824175825,273
Nike Dunk High SP Pure Platinum,2020-11-13,12.5,0.0,1,0.0,1,0.0,1,202.76923076923077,13,185.375,16,176.35135135135135,37,173.7391304347826,69,212.94584837545128,277
Nike Dunk High SP Pure Platinum,2020-11-13,13,0.0,1,0.0,1,180.0,2,164.3684210526316,19,142.5,16,142.86111111111111,36,139.5735294117647,68,153.23076923076923,273
Nike Dunk High SP Pure Platinum,2020-11-13,14,0.0,1,0.0,1,158.0,2,145.73333333333332,15,134.5625,16,128.0,37,127.07352941176471,68,136.0290909090909,275
Nike Dunk High SP Pure Platinum,2020-11-13,15,0.0,1,0.0,1,0.0,1,182.5,14,125.0,16,131.8918918918919,37,138.91304347826087,69,142.56521739130434,276
Nike Dunk High SP Pure Platinum,2020-11-13,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nike Dunk High SP Pure Platinum,2020-11-13,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nike Dunk High SP Pure Platinum,2020-11-13,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nike Dunk High Ambush Black White,2020-12-11,3.5,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,584.0,44,864.035294117647,85,784.5643274853801,342
Nike Dunk High Ambush Black White,2020-12-11,4,0.0,1,0.0,1,494.0,3,521.5,16,524.0,19,666.6428571428571,42,650.0,79,891.2158730158731,315
Nike Dunk High Ambush Black White,2020-12-11,4.5,0.0,1,0.0,1,545.5,2,518.5,16,576.6111111111111,18,702.1190476190476,42,931.0126582278481,79,878.9462025316456,316
Nike Dunk High Ambush Black White,2020-12-11,5,0.0,1,0.0,1,525.5,2,520.7083333333334,24,609.3333333333334,18,644.0,42,844.7922077922078,77,855.2572347266881,311
Nike Dunk High Ambush Black White,2020-12-11,5.5,0.0,1,0.0,1,479.0,2,594.3225806451613,31,528.9411764705883,17,670.7560975609756,41,1050.8181818181818,77,806.3790849673203,306
Nike Dunk High Ambush Black White,2020-12-11,6,0.0,1,0.0,1,459.6666666666667,3,469.63157894736844,19,487.7894736842105,19,614.1463414634146,41,765.7215189873418,79,740.5303514376997,313
Nike Dunk High Ambush Black White,2020-12-11,6.5,0.0,1,0.0,1,501.5,2,565.1875,32,524.1666666666666,18,631.5121951219512,41,764.4473684210526,76,692.8983606557377,305
Nike Dunk High Ambush Black White,2020-12-11,7,0.0,1,0.0,1,451.3333333333333,3,420.23809523809524,21,441.05555555555554,18,546.1463414634146,41,663.8461538461538,78,669.2172523961661,313
Nike Dunk High Ambush Black White,2020-12-11,7.5,0.0,1,0.0,1,435.0,3,438.12,25,439.72222222222223,18,527.5,42,661.025974025974,77,658.6569579288026,309
